,User_name,Review title,Review Rating,Review date,Review_body,Movie_name
1948,nick-roussis,"Surprising story, well done.",9/10,22 May 2020,"I read some of the negative reviews and I was a little surprised that someone called it dumb. Anything can be improved but this is a good story, well acted, well directed. Its nice to see Madrid giving Hollywood a little competition. I watched the dubed English version, i wish I knew Spanish, I am sure it would be much better. I highly recommend it.
                
                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
1949,iarijitbiswas,Should've ended at Season 2,6/10,26 August 2021,"My previous rating was 8 now it's 4.The first & second season are good, worth watching. Rest of them are just horrible.
                
                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
1950,yamiral1998,Season 4 changed the game...,7/10,5 April 2020,"However, that season one and two are a solid 7.5 in mine opinion. Season 4 makes that the serie is a mediocre 6.5. The biggest bummer is the gandia personage... They let this man look like a superhero. He should have died four times, but no this man is made out of steal
                
                    2 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
1951,marloes-sandee,Very well put together,9/10,10 January 2018,"I absolutely love how they wrote this show.
Maybe not everyone can tell, but the way some of these shots are written out is just pure gold.Also, the storyline is a beast, with the constant plot twists & the bits and pieces of info coming your way. I am truly scared that s2 is going to be a stretch, also i do have a lot of faith in these writers. 
You should really watch this in Spanish, to get your dose of conjo's and puta's!
                
                    2 out of 13 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
1952,miah-syedul,Season 3 is a complete letdown,1/10,31 July 2019,"Everything has honestly become so cringe worthy and unrealistic that it's just so embarrassing to watch it anymore. I lose sight of the message they are trying to send with this show anymore, and it's no longer worth watching. Save yourself the time.
                
                    13 out of 24 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
1953,ragesh19,Season 4 : Specifically,3/10,3 April 2020,"After a long await, I was so curious to watch this season and today it released and I finished couple of hours back. The expectations were a lot for this series, but didn't turned out be so well. The stories is a little dragging from the first episode, few unwanted things happened in between, can't expect our professor to lose his cool, which he happened a lot if times. Looks like they were struggling to extend the episodes and which in turn doesn't look like a very good decision. And finally not a spoiler, but an alert to the people who are very curious like me : it's not the end of the heist, there will be one more season coming for this to end.Gist: It's again a wait for another season to follow to complete the heist, which is really sad to say the least and hence 3/10.
                
                    8 out of 12 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
1954,si_christian30,A Brilliant first 2 Seasons,8/10,29 April 2020,"10/10 for the first 2 seasons5/10 for the restIt should have been ended at season two.
                
                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
1955,c_arezes,Great show..,9/10,19 April 2018,"I postponed my self to start watching because it wasn't in English ... but when you start, you can't stop!
It deserves even more my respect!
Great work, good story, good characters.. 
Just announced today a third part in 2019... hope the good work continues.
                
                    1 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
1956,das-khanjan,Formula of Success,6/10,2 July 2020,"They know what sells now a days so they made it engaging for the time being. Feels good to watch, time passes, that is all. We've tasted better shows already so could not impress me.
                
                    0 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
1957,user-787-288123,Build-up payoff in same episode. It's just lazy writing.,6/10,4 December 2021,"I don't get the hype. The story has so many loose ends, so many plot holes that creators are trying to fix in same episode, the story and flashbacks are put in conveniece of creators and it doesn't even pay off loose ends. Like the unnecessary Rafael (Son of Berlin) storyline which doesn't do anything to stroy. Overhyed and Overrated by the masses.
                
                    9 out of 12 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
1958,pien-van-driel,Great show,10/10,5 August 2019,"I love everything about this show. It's serious, but is funny when it has to be, and the characters are great as wel.
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
1959,bhanu-chandaluri,9 star to 1 star,1/10,7 September 2021,"First two seasons deserve 9 stars and the next three seasons deserve 5 or 6 stars at best but giving 1 star because Netflix milking a hit series as long as it can almost 30 episodes for the second heist and still continues they added sooo much filler content its getting boring.
                
                    7 out of 14 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
1960,nellaperluzzo,Some facts are not believable,7/10,18 March 2018,"The Story is fine and the actors as well, but some facts are not believable. 
The police woman's mother is missing her memory and the daughter living with her do not realises it, but and unknown man notices in 10 minutes, 
The perfect Profesor keeps everything under control but decided to play the cat and the mouse with the Inspector, really???",Money_heist
1961,ana-gagoidze,Terrible,2/10,29 September 2019,"Terrible acting. Unrealistic and underdeveloped characters. Even more unrealistic conversations between characters. The Plot, although had a great potential, was immature with illogical links and ridiculous outcomes. And out of all the characters one could criticize in this tv series lets discuss Tokyo, oh my goodness, a neurotic, mentally unstable, unrealistic character and even worse execution by the actress. Repulsive!
                
                    29 out of 45 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
1962,sava-jaksic,So many plot holes that u get bored at some point,1/10,16 November 2018,"It promises a lot at the begging, but it seams that as they wanted to make it more complicated they made so many bizarre mistakes and really nonsense scenes, that makes u wanna stop watching it immediately.
                
                    15 out of 29 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
1963,mohamedshatarah,adorable,10/10,22 May 2018,"This is one of the best shows i have ever seen . it has so much thriller . i never felt bored for a moment . i just didn't like it had many adult scenes so i couldn't watch it with my family .
                
                    8 out of 12 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
1964,valamoutopoulos,Almodovar meets Guy Gitchie,9/10,14 June 2018,"Video clip artistically, Mamet script and a huge critic of Europe's financial crisis wrapped in a series about a heist of a robbery! Great acting by many!
                
                    3 out of 6 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
1965,ali-gilani-8,"Waow, obsessed so much.",10/10,5 October 2018,"So much obsession with this season. Oh my God. What a detailed heist planning written from being till end. I loved the acting of Mr. Berlin. Outstanding.
                
                    1 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
1966,ali-gilani-8,Awesome.,10/10,20 December 2018,"Everything covered. Season is fire. Outstanding, fantastic, fabulous, everything.
                
                    1 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
1967,danica_021,Love it,10/10,6 April 2020,"I don't understand why people get annoyed if something is unrealistic. All action movies/shows are like that. You actually think someone could execute a robbery as big as that? Just enjoy the story, characters, cinematography and effort put in it. It's not a documentary, it's action series.
                
                    4 out of 9 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
1968,hasanyumak,Should've Stopped After The First Two Seasons,7/10,8 December 2021,"The first two seasons were incredible. 10/10.They should have stopped there. Remaining seasons were a push and squeezing out all the goods left one season after another.Overall, 7/10.
                
                    6 out of 9 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
1969,toni-sabbouh,I lost neurons watching it,1/10,9 April 2020,"This series started well in the first 2 chapters, then declined significantly, especially the 4th season
So the 4th season starts with Nairobi bleeding to death and then she has a perforated lung and then all of a sudden they are able to perform a surgery on her and take the bullet out and boom she survives it.
This series is too vulgar and not mentioning all the useless scenes. Every 5 minutes someone is yelling at someone and they have their gun pointed to their head. LOL
Not to mention the rest of the useless details and how the producers treat the audience as stupid.
Bottom line: Don't watch it
                
                    14 out of 20 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
1970,shriramr-cse,Good till season 2,7/10,2 June 2021,"Season 3 and 4 are strictly only for die hard fans.
                
                    1 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
1971,pavi7890,A Guilty Pleasure like Extra Cheese Pizza,7/10,29 July 2019,"Spoiler Free
Just finished watching the first 7 episode within a day 🤣 It is not a show for the purist. It is not a perfect show! But, is it still worth watching? Yes, for the entertainment. It keeps you on the edge, you want to know what is going to happen next. It is one of those guilty pleasures like Game of Thrones or eating an extra cheese pizza. It has its low. The background story of each character gets a bit boring. The writers need to define each character, agreed. But, we are in a middle of a Heist! I thought the tempo keeps dropping here and there. But, overall it has that feel good feeling. Bunch of losers dreaming to get rich buy committing a crime. Most of them come out as amateur robbers and are careless and casual, they don't look like professional going about their business with absolute focus barring their.... Hush! Do not want to give away any spoilers. If you can overlook the imperfections, it is surely a show worth watching. You will fall in love with the characters. Let me know who is your favorite!
                
                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
1972,theinsideguy,Seriously???,4/10,13 June 2018,"I cannot understand all the top reviews of this show. I won't call it complete garbage, but I'm not far from it. Cheesy characters with sound editing that is so ridiculous you tend to LOL when you hear some of the voices connected to the actors they are supposed to portray.Anyway, if you're bored and have watched everything else on Netflix, then this will fill some time, but if there's just about anything else to watch on TV, I would suggest you pick that instead.
                
                    1 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
1973,umznor,Best show in a long time,9/10,4 January 2018,"Smart, original, suspenseful... the list goes on. Hooked me at the very beginning and kept me wanting more throughout the whole season. The whole idea is just great; 13 episodes, one heist. Highly recommend it.
                
                    29 out of 65 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
1974,wots_up_hey,Loved the series but disappointed they added political issues,9/10,13 June 2020,"Loved the story, loved the acting.
Really enjoyed watching this series.
But I am disappointed they add all these personal political issues they added in.
Not impressed about that
                
                    1 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
1975,cristi_ledesma,Recomended,10/10,28 April 2018,"Ira an increadible serie but arriba the end i feel that the story is incunclude
                
                    1 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
1976,raghu-nandan03,This Series Tops my List,10/10,24 June 2019,"From their City Names to trying to save each and everyone's life, every frame is thought into very detail. The Professor Character is very Strong , even the women characters right from the scratch to very end... They devoloped thier characters very well... And Andres de Fonollosa aka Berlin is the best... The way professor plays the game with police is Mind Blowing... Gripping, Thrilling, Everything fits into this Series... 10/10",Money_heist
1977,heravi-saeid,Very unprofessional,1/10,23 March 2021,"Come on, this is something beyond the reality.
I rather prefer to watch bollywood than this stupid serie.
                
                    3 out of 6 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
1978,bariscankiliccc,It's one of those!,7/10,17 September 2018,"A story about brains war. It goes like ''oh i know you would do that so i did that, but i will act like i was caught unprepared so people will have to keep watching it.'' It gets more and more cliche every episode. One of the worst finales ever.
                
                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
1979,davidhird1975-906-583738,Oddly intriguing,5/10,15 December 2021,"Yes the acting is pretty terrible throughout and there is far much story telling to blatantly drag it out just a few more episodes. However, you just can't stop watching it!The action scenes are kind of fun and then just when you start drifting off during another extended (and unnecessary) sequence about what happened ten years ago the professor introduces yet another bizarre and unexpected plot twist and grabs your interest again.Definitely nowhere near a Breaking Bad epic. But If there isn't anything else on it's worth a shot!
                
                    2 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
1980,eahabissac,Season 5 is unwatchable,4/10,15 December 2021,"The first 2 seasons were great then it started to lose the attractiveness of the characters. Season 5 feels like a cheap of the shelf production.It lost all smartness that we were expecting.
                
                    8 out of 9 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
1981,veracarolina-martins,Good but it could be one season,7/10,7 September 2021,"The plot is very entertaining, however it was dragged for to many seasons, it shows very clearly that the producers just kept on going just to make money. The special effects are really good and it's a good and complete show, with bits of action, romance and comedy. The thing that bothers me the most is the intention, like making a bunch of criminals that literally kidnap and kill innocent people look like "" the good guys"". I get that it's from a revolution stand point and a critique to the system but they don't focus well enough on that for it to make sense.
                
                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
1982,anumula-goutham,Excellent,10/10,21 December 2019,"Excellent series ,Good Netflix flick.i have watched 2 to 3 times some good scenes,Tokyo entering back into heist......so on must watch series.",Money_heist
1983,dhruvan2510,Best web series ever,10/10,25 April 2020,"This web series stands high because of the connect we make with its stars.
                
                    1 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
1984,arorashanu79,Must Watch.,10/10,27 July 2020,"This is a great show, I don't know why some people are giving negetive reviews.
                
                    4 out of 6 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
1985,vagl_7,"Great idea, good acting, average creativity.",6/10,7 April 2020,"Well, usually when you watch these kind of movies, you start empathize all the parties, because if you are in this kind of situation you understand people need to act somehow to stay alive.
1. Arthuro was the weirdest persona, nobody could understand his role, although he kept creating a mess without being held responsible or at least to be tide up.
2. Nairobi keeps causing lots of trouble, which is definitely unrealistic; something like when they have to escape and there is a few minutes left, they are wondering around with the young guy.
3. Sometimes the group holds meetings, and at that point all the hostages are at the lobby without any surveillance, they could just press the button and open the door to go.
4. There to guards in front of the toilet door, and the hostages talking, using types, etc... and nobody notices.
5. The all movie is like puzzle, well thought although there small small stupid mistakes, that has nothing to do with the fact that ""it is just a movie"".There would be so many points to add up, however it is enough I guess. I stopped watching from the very beginning of the third season as I realized that because of that stupid young couple, something wired is about to happen.",Money_heist
1986,nachiket-pandit,ROBBED MY TIME AND INTELLECT,1/10,5 April 2020,"Professor what are we robbing in season 3-4-5? Professor: People Will think we are robbing the bank of Spain, However wee are actually going to rob the viewers of their time, we will insult their intellect with every scene and episode, make them cringe and want to kill themselves with unnecessary gay drama, show them some of the most unrealistic action the world has seen. And that way we will rob them of their time. THE BIGGEST HEIST IN MANKID!!!!!
                
                    1,011 out of 1,356 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
1987,bubicabuba72,It should've ended a long time ago,8/10,21 April 2020,"I started watching this show before it came on Netflix. I really liked first 2 seasons (it was one season with 15 episodes actually).
It was suspenseful, well thought, thrilling.
It was nearly perfect.
But ever since Netflix got involved and audience became huge, the quality of the show downgraded. Finishing it after 2 seasons would've been perfect.
But no, they had to made more seasons to grab more money and ""satisfy"" the fans.
Well after finishing season 4 I am not satisfied at all.
So much plot-holes, unnecessary romance drama, flashbacks, irrealstic events...
And many characters became annoying to me.
Season 3 was decent, Season 4 disappointing, I don't wanna imagine how will season 5 turn out.
Maybe I won't even watch it. It's ridiculous that one heist lasts 3 seasons, when in fact the heist shouldn't have happened at all.
                
                    8 out of 12 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
1988,kallimahos,Childish,3/10,23 July 2019,"3rd season nicely directed but thats all. Story is childish even for a Sci fi enthusiast.
                
                    4 out of 9 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
1989,mr11212,"Great show, way more drama than action",7/10,7 June 2020,"The show is awesome but the English voiceovers at times are not clear so captions are helpful. And the characters make mention of ""like in the movies"" WAY too many times. It's annoying and distracting. A couple of the actors aren't as good as the main ones and the side stories are sometimes drawn out too long. But overall this is a show I can enjoy but not good enough to binge watch. This is a soap opera with a twist that's all.
Furthermore all the moments when guns are drawn inside of the mint are useless because we know these people aren't killers and nobody's killing each other, especially fellow robbers.
                
                    0 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
1990,renato-fukuhara,Best so far,9/10,21 July 2019,Can't wait for season 4. Simply amazing. It gets better by the season.,Money_heist
1991,somaktribedi,One of the best series i have seen in a very long time!,10/10,8 July 2020,"Fast paced, plot twists, amazing story... Mind blowing series.. can't wait for the next season!
                
                    5 out of 6 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
1992,faldurashi23,BEST SHOW,10/10,16 December 2021,"Not one of the best... BEST SHOW i have watched out of all the shows(probably nearly 30) that i have watched. It took me 2 hours to watch 1:15 min finale, i kept watching certain parts in loop, it is that good.
                
                    0 out of 4 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
1993,sanjeevmishra300594,Series ended on 2nd season for me,3/10,12 September 2021,"Unnecessary extensions illogical scenes and fights. From 3rd season it became much for like a bollywood masala movie. And by 5th season I m just reading the episord description from wikipedia instead of watching it.
                
                    3 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
1994,m00018099,Idiotic and annoying,2/10,10 September 2021,"The whole story could be filmed in two-three episodes maximum. Acting quality is a disgrace, scenes are stupidly long and boring. Action scenes are exremely untrained and illogical. Huge waste of time, i regret every second spent on this show..
                
                    6 out of 7 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
1995,evan-samas,How many bullets,7/10,18 April 2020,"How many bullets does it take to kill one man? The show is getting ridiculous and cheesy in its 4th season. I made it too far to quit now, but I agree with a previous reviewer about how these characters seem too incompetent to pull off a money heist. I suppose the writers also want you to feel they are good guys sticking it to the government without really wanting to hurt any innocents. Not sure how much longer this can keep up.
                
                    3 out of 4 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
1996,marenovic_d,"The more you watch it, the worse it gets",5/10,7 November 2021,"First two seasons were great. Of course they had their own flaws but they were very entertaining, good written and made some sense.Seasons 3, 4 and 5 just ruined the show. Story is weak, characters not interesting at all, and they were acting stupid most of the times (making stupid choices). Some scenes were so unwatchable that made me think ""Why am I still watching this show?"" (like 5 people shooting at a guy from few meters distance and no-one hits him???). Also, scenes ""from the past"" where they show flashbacks from some previous heists were especially boring & painful to watch because one can tell they forced those scenes into the show just so that they could recast certain people.All in all -
Seasons 1 and 2 are 9.5/10 and I recommend watching just them.Seasons 3,4,5 are 2/10.",Money_heist
1997,ashtonjtl,I had to stop during season 3,6/10,16 April 2020,"It's a real shame because I was loving season 1 and 2 and then in the final moment of the final episode of season 2 when Raquel goes to meet the Professor after a year has passed and he does the whole cheesy phone charger line I cringed hard and just thought oh god here we go... now three episodes in to season 3 and I'm feeling very disappointed. I wont even bother with season 4, apparently its complete s*** according to all of these other reviews anyway so I'm glad I'm not wasting any more time.",Money_heist
1998,rehaanprince-786,Overrated and Not needed Hype!,4/10,21 April 2020,"The TV show is nothing but a bunch of mind fucked lunatics hired by The Professor (Who has a well plan, but coud execute it properly). It appeared that felt headache watching this show.
Poor cast, poor acting, poor content, poor Dialogues, messed up TV series.
And here I can tell you with all this hype for this show, People don't want content and acting. No respect for Real Cinema. Sad!
                
                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
1999,ozhan-parlak,Don't waste your time with season 2,1/10,10 July 2020,"Season 1 was good and we had a nice time. Season 2 script was apparently written solely on the basis of the first seasons success. The nonsense in it is unbearable. Half of the events are idiotic. Nowhere close to season 1. Such a waste of time.
                
                    4 out of 7 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2000,arun-chauhan1995,Ausm tv series,10/10,5 June 2019,"One of the best serious far better than many American TV series. Loved it
                
                    8 out of 15 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2001,kedog-131-931880,Big fan,10/10,7 November 2020,Good serier tv show made from spinsh nice work and profisnal like it so much all of you whatch it is exlient Thankyou for all cast and crow Thankyou for hard work,Money_heist
2002,lenpannett-136-973682,Simply excellent,10/10,5 December 2021,"Superb storytelling, which grabs you and pulls you in. The acting is first class, the visuals exceptional and the twists are sublime. I cannot recommend this enough!
                
                    6 out of 12 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2003,nabeeljee29,Best of the best,9/10,17 November 2019,"I watched breaking bad a few years ago and i could not find any other series like BB. Once i saw the ad of la casa de pepal and through in my watch list. And when i saw its 1st episode I watched the whole 3 seasons in 2 days. It is just incredible
                
                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2004,saandsaab,Mediocre,3/10,28 October 2021,"Pretty Medicore Show, I still don't understand why such high ratings. Anyone with little brain Would be able to predict the complete story line. The Actors are good and is the only thing which I liked about this show.
                
                    0 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2005,princeayya23,Probably the best tv show,10/10,24 July 2019,"I enjoyed watching GOT but it wasn't this great at the end! I mean I literally couldn't take my mind off this show! the action, the heist, the crew the roll it was thrilling breath taking!👏😍
                
                    1 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2006,chamran98,Deadly slow unbelievably stupid,3/10,3 June 2020,"Heisters dumber than police, police dumber than heisters.
All heisters supposedly are desperate for the money while acting as stupid and emotional as they can. The police operation is also annoyingly unrealistic and stupid. On the top of that it's terribly slow.
Don't get me wrong you might love it as all my friends did.",Money_heist
2007,kmullen50,Spanish police need retraining,3/10,26 April 2020,"What started out as exciting crime drama has denigrated into a farcical unbelievable black comedy. The keystone behaviour of the Spanish police is unbelievable
                
                    2 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2008,shazuly81,Best,10/10,18 July 2019,"Great show the best in netflix. Can't wait for a new episodes
                
                    8 out of 12 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2009,heroh16,Worst content.,1/10,3 August 2021,"One of the worst content i have ever watched.just watched s1.s2 i could not tolerate.
                
                    1 out of 5 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2010,tariqhussainfsl,A huge mistake in the plot.,4/10,5 April 2020,There is a huge mistake in the plot. Why didn't the robbers negotiate a deal with Gandia to surrender himself and let Tokyo go in exchange for the life of the Governor? They had the Governor in their possession all this while and didn't make use of him. That's plain stupidity. What about the genius mind of the professor and the criminal minds of the robbers? This hole in the plot is unpardonable and it made a mockery of the whole season.,Money_heist
2011,gata-hermosilla,One of the greatest series I have ever seen,10/10,21 July 2019,"So when I started watching in the first moment I was in shock of how good it was and now with season 3 I was so shocked, like everything was perfect, in any moment I was like ""that was boring or they should have put that"" I was perfect, I watched in 1 day and I can't wait for the next season
                
                    5 out of 10 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2012,razdip5,Part 4: A show with Great potential gets ruined.,4/10,8 April 2020,"The show was created in Spain on May, 2017 and aired in Antena 3 then acquired by Netflix for global airing in the late 2017. After the massive success of first two parts Netflix invested more to make another season. Hence we got to watch part 3&4 about a new heist.We start this part from where we left it on part three; Nairobi shot to almost death, Lisbon caught and falsely executed to entrap Professor. Following which The Professor, filled with grudge and sorrow declaring this a war. So from a spectator's point of view it's a total mess, which we expected to recover this season.From the very first episode of part 4(The thumbnail of which is I guess ""Inspired"" by a very prominent picture/one of the many posters of Vertigo by Alfred Hitchcock which has absolutely nothing to do with story) we see that the healing of the mess has started with surgical procedure done to Nairobi, Professor as always managing his way out of the trouble and with them the story moves along.As like the first two/three parts of the show the acting, cinematography and editing stand out; on the contrary the quality of the script goes down only. The show was originally created by Alex pina, who overviewed the writing of the first two parts and some of the episodes of part three but the rest of part three and entire part four is mainly done by Ana Boyero, Luis Moya, Emilil Diez and several other writers.A major surgical procedure done just right by Tokyo with no professional to guide her, Palermo teaching an A grade assassin how to break free from a handcuff, Arturo harassing women at the midst of heist, messing up with military helicopter, a top grade police officer having tons of options in his hand just passing information to a known criminal, Alicia without even watching the CCTV footage finding out professor and most importantly no story development what so ever. These are some massive glitches in writing in this part of the show.To conclude, it's the same mess again; just like how we left it after part three and all we can do is wait for the next part to fix them up.",Money_heist
2013,jean-fauquenot,Written on the fly,5/10,25 March 2018,"This is a TV-show that pretends to be smart. It starts with a cool idea, it introduce the story in an entertaining way but then face the burden of character development and story telling.This could have been an entertaining 5 episodes TV-show, instead it is a 15 episode mess followed by another season.The show is filled of plot holes and illogical reactions. It also use cliffhangers in the most infuriating way. Almost each episode ends with a dramatic situation that is defused instantly at the next episode start. It gives the feeling that nothing important ever happens. Worst, if feels like the show think the public is stupid and forgiving.On the other side the actors are doing very well and the direction is good too. The story is a total failure, I could not finish the two last episodes of season 1, even by skipping scene.",Money_heist
2014,Maximilian-Titus-Scholte,Season 4 upgraded my view on this from 7/10 to 9/10,9/10,7 April 2020,"The first 2 seasons start quiet different but amazing in its own way. I kinda disliked some of the romance and characters, especially the tryhard strong independent woman role.Season 4 was different, completely keeping me on my stupid treadmill for 130 minutes without break. so much tension i couldnt waste a minute doing smth else. At this season the serie shifted to a more aggressive and action style and i rly like that.
                
                    0 out of 6 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2015,amanmohammed,Overhyped. Dragging. Overrated.,1/10,11 April 2020,"This has to be one of the most overhyed show I've ever watched. There has to be some reason behind the hype, After watching 3 seasons of this. I can say there isn't any. One hiest is dragged on for 2 seasons. It's predictable in every way. A robbery which could have been shown in 2 episodes or so was dragged for 20+ hours.
Please don't waste your time on this. There are plenty of shows our there that are actually worth the time.
You aren't missing out on anything. If you ask me, it's better if you miss this hype train.
                
                    7 out of 12 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2016,marinelligiulio,STOP AFTER SEASON 2,8/10,29 April 2020,"9.5/10 FOR THE FIRST TWO SEASONvery interesting series with pathos despite some little sensible passage in the plot in my opinion6/10 FOR THIRD AND FOURTH SEASONa useless continuation for a series that would have been perfect up to that point. the characters seem to be transported in a telenovelas as beautiful. the plot is flat. Such a pity
                
                    2 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2017,missfreel,Had me hooked instantly,10/10,19 April 2020,"Honestly the best thing I've seen in a long time! You love all the characters within the first couple of episodes, you're always on your seat, the suspense is real and no character is expendable ...
As for all the actors I sincerely think they are better than Hollywood!
                
                    0 out of 7 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
2018,e_vision,Worst acting and specially this naiive actor tokio,1/10,8 April 2020,All events are expected not as sophisticated as prison break,Money_heist
2019,abdulrahman-60203,Top 10,10/10,15 December 2019,"This non Hollywood series should be in the top 10 tv shows..Non stop suspense,it will glue you to your seat throughout and wanting more..
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Money_heist
