,review_title,review_text,class
1281,sit back enjoy ride,loved series wtched couple dys not tke serious find exciting originl series complint english dubbing wrong voices chrcters pretty nnoying would prefer see originl english sub titles,2
1282,piece sheet,cll msterpiece must lower thn,0
1283,please stop,series ended sesson plese stop,0
1284,dubbed need say,dubbed netflix producing many dubbed shows disconnecting either mke show originl lnguge english not wnt see sync lips voice cting someone else horribly disconnecting unbelievble period could rate zero would,0
1285,season absolute mess,wife loved show could not wit next seson seson omg wht horrible unwtchble stupid mess stopped wtching fter episodes shme netflix,0
1286,laughable wait not comedy,much get pid give high rting becuse could use extr bucks minutes knew grbge thief fce plstered news decides good time visit mother obviously written someone never show bout crime better yet show refuse list everything tht wrong show becuse tht would bsiclly everything hve comment lughble moments men come inspector time dtes middle heist pregnnt hostges willing hve sex fll love robbers knew seconds lets not forget professor psychic even plnning heist yers could not hve thought every possible conrtingency leve brins door wtch dont even open door never get hours life bck,0
1287,good plot,good plot writers complicted unwnted unnecessry unrelistic twists honestly whole thing hve ended seson done stretched point boring viewers,0
1288,interesting sequences ideas lot filler,reviewing fter wtching seson episode series exctly feels like prison brek bunch interesting sequences ides lot filler instlled plugin wtching speed netflix multiple times,1
1289,one best,great probbly one best netflix series hve seen unpredictble overwhelming plot series ddictive tht one definitely complete binge wtch series revolves round strong mysterious genius yet kind nme sergio mrtinez professor spends hlf life plnning biggest robbery history dngerous cpble crew despite fcing problems crew somehow ble get round billion euros csh without leving tril tlking bout cinemtogrphy series looks cool men producer alex pin tem done relly good job creting tense environment suits storyline series ctors hve done fine job chrcters doubt bout tht series mostly shot spnish ntionl reserch council csic hedqurters clled royl mint series opinion love wtching crime movies series not skip one highly recommended series thnk,2
1290,terrible starts going downhill st episodes never stops,overll terrible strt gret concept promising story strts going downhill never stops going hil toooo mny flws storyline mny loopholes mny love stories people men rob mke money mke love stories reltionships,0
1291,lazy writing,nice premise beutifully filmed seson one nice fter tht gets completely brinless telenovel style plot except telenovels not tke serious mkes fun completely unrelistic supposed strong femle inspector chrcter written sexist scenes chrcter whining bout something get fncy emotionl monologue boring agin gin bnkrobbers incompetent irrtionl emotion driven bunch ever seen professor supposedly super smrt ctully reminds one people convinced smrt everybody else knows not point wnted punch bsiclly every chrcter fce stupid emotionl gin completely unlikeble chrcters good brinless binging keep finger ner ffwd button ply gmes smth feel relly script writers not know wht hppened responsible would quit job strt brewing cider,1
1292,first,series deserves oscr best nrrtion best directing best cinemtogrphy best story full empthy ggressiveness intense never get bored wtching series mzing,2
1293,started great got worse every episode,reminded himym got feeling tht extending plot mke episodes money liked music generl ide pictures tokio coming bck not getting shot bunch snipers riding motrocykle bck reltionship rquel slv two stockholm syndroms mny flshbcks mericn style shooting scenes thousnds rounds none hitting trget tht spoiled potentil rting continued fter episodes becuse gotten tht,1
1294,best series spansih ever see,first best ever spnish series wtched chrcters well plyed gret sroty not wit see seson,2
1295,disciplined course viewing,strs becuse two chrcters likble plyed role criminl one like gus breking criminl mstermind likble nrcissistic sociopth described hving empthy viewer relize sne world gone feel pin empthize sociopth every chrcter pthetic hckneyed completely inconsistent gng fools would chnge lleginces principles dime discourse plot twists mde frustrting viewing writers not friends finish series see two nti heroes mde although finl episodes wtched bout minutes ech dvnce plot thn self help posting relly curious wnt give chnce recommended execution wtch first episodes entirely know plot chrcters spend bout minutes ech following episodes tht point redy step completely skip next episodes sme things hppen gin not put grnd finle wtch lst minutes,0
1296,favor not watch season,ppel strted promising bold show first second seson musing strong plot well defined chrcters storyline tht could certinly ctch ttention duel chess protgonist ntgonist surprising full ups downs course plot holes could overlook fvor overll strength story whole ide bold well developed ending stisfying well written cme third forth fifth sesons ones tht netflix ctully creted strong mzing plot turned cheesy foolish joke written clss third grders smrt kids not clss wht shme mny problems sesons tht not know even begin unnecessry flood new chrcters cnnot relte plot filled surprises becme totlly predictble utterly boring wtch trick pulled gin gin becomes totl cliche even writers not let worn trick romnce subplots wful sesons mny plot holes tht would wonder even possible fit plot gets boring flwed writers pour gunfights story hope sving futile ttempt gun fights even worse thn bunch stormtroopers trying stright plese self fvor grb popcorn wtch first two sesons forget tht rest show produced sve good memory gret musing series ruined wtching lst three sesons,1
1297,best series ever,strted wtching show becuse lot friends told curious bout hype gve try first episode could not keep plot mzingly good course not something tht never done believe never done kind qulity acting point chrcters unique relly connect feel pity hte love course subjective not relly understnd someone give series best series hve ever seen definitely give try see,2
1298,soap opera heist,strted gret ide getting worst worst chrcters written shllow prt like prt expect everything new ides exctly sme mistkes mny flshbcks order cover plot holes till prt lest wtchble prt relly continued,1
1299,moments certainly not worth high ratings,relly strted oky drug seson clever tht flshbcks becme nnoying chrcters becme unlikble mny times need pull guns ech seson confusing crtoon heist stupid relly mde sense wtch hve extr time not better thn,1
1300,not get fooled first episodes,stright point mde plot holed drmtic mke sense show complete wste time every mind gme twist shown lmost sense bse bring plot holes esily not mke spoilers plese mke fvor sty,0
1301,even amazing plan flaws,contains spoilers first strt sying tht not show actully might one interesting europen shows tht wtched relly good time wtching fct binge wtched round dys feel like duty not show good show note wht flws tht could improved consider future reference successor money heist show follows story gng robbers simplifying led professor soon see first time understnd tht chrcter different others nme behvior look different fst forwrd show understnd tht professor not tht socil experience women another fst forwrd professor flls love inspector rquel see things evolution professor chrcter not bold comes reltionships lvro morte cting convincing enough tht prt think problem lys scripts not cting point show chrcter different possible originl stte especilly evolution tkes plce love plyground believe tht sergio love rquel pushed limits emotionl roller coster show much stronger better lredy sid problem lys scripts show full swers without thinking bout much tht lest swers show tke son femle dog form expert wht know ltin vocbulry loded much interesting joyful swers see sme lziness sorry tht feels like lziness crucil points story first exmple tht comes mind nirobi scene end th seson tht scene end importnt prt story thing tht robbers one fter phrse different solution let one chrcter hevy emotion cut scene perfectly truly wesome cut end episode need avengers endgme vibe scene emotionl another thing tht bothers low emotionl strength rquel lot chrcters know police officers trined hndle intense emotionl stress duty therefore hndle insults truth told fce without losing poker fce disppointed see chrcters especilly cops breking esily tht mny times show next time build chrcter emotionl bggge let explode point lter story lstly lot times shows criticized professionls missing technologicl detils even simple things like geogrphicl detils not get tht much becuse mking things fine solution cses things unforgivble nirobi shot sniper rifle ner heart survived shot not militry expert never shot nything know sure tht physiclly impossible thing tht sets tht solution switch sniper rifle ssult rifle tht costs production ccurcy relism scene lmost butchering show smll detils tht heist plns mgnificent overll cinemtogrphy truly ttention drwing soundtrck wesome choosing continuing next episode listening episode concluding song relly difficult rting cio,2
1302,excellent series,people living professors role crzy series complete entertinment must wtch,2
1303,long overdue,seson totl drg mny seson episodes tht lest mny,0
1304,enjoyable thriller,series definitely kept entertined though suspend disbelief prts keep wtching plot relies hevily luck chrcters disposition willingness put emotion logic reson even police emotionl supposed level heded cll tht humn ctully hve something spnish culture not tht fmilir possibly not get pprecite rther nnoying hving sid tht chrcters likble good solid drm tht keep guessing prts,1
1305,addictive,wtched tonight end spnish production priority list since begn brodcst spin finl conclusion tht relly good first episode cptures holds gme chess tht begins soon promising much endure episodes tht follow without sme drenline perfection conquer gin rrest gin inside pper house end could understnd little frustrtion feel becuse either script work interprettion one nother chrcter thing not level deserved wht could tke production lmost perfection focus filures defects something good mny entrncing chrcters plot full drm vibrnt drenline well crfted alwys gret suspense best tht seen recent yers whether movies series come vrious ltitudes less less hollywood eclipse hollywood llows people relize qulity open horizons positive withdrw see people seeing high qulity productions countries continents lnguges finl note eight tht could well hve reched nine even ten becuse much potentil tht,2
1306,much,actors nices good cting not relistic professor lwys right plces mistkes little bit boring end,1
1307,well guys stopped season,sorry netflix seems tried mke money sic st seson new mzing innovtive surfed bove globl trend socilism norml people fighting ginst oppression everyone loved ctors etc trnslted everywhere becme phenomen dli msks symbol anonymous st seson quite blnced exciting seson end topic quite properly bit amercin though strts trgedy netflix decides not house money bnco esp gold time well tht everything becomes much police become guys politicl busive much oriented current government spin bout socil rights women rights men violent tem money heist becomes victims lmost etc even nonsense current context new leder south americn guy tokyo less interesting nirobi revels well dmit wtched seson well convince deepest regret not stop fter seson,1
1308,starts good soon gets boring stupid,first two mybe three episodes firly good like th th episodes boring full stupid illogicl decisions tht wife plying phones prt ltter ended decided give look something better wtch totlly not cre wht hppen series escpe not,1
1309,two season wonder,concept behind show quite cptivting sesons thrilling deserving however yht story rightfully ends netflix business bringing show bck sesons showed seson ired lst yer nothing brnd new story recicled premise formt first two sesons spoiler alert killing nirobi seson one chrcters tht ctully motivtes viewers keep wtching every episode horrible mistke kudos alb flores mrvelous cting,1
1310,raining money,lrger thn life mbitions rel life execution shrp brin well crfted screenply keeps edge throughout one best money heist plots,2
1311,best robbery,wht series actully not know bout series herd friend thought let wtch couple episodes though spnish wtched english version got glued till lst episode relesed robbery seemed nd priority fter ethics without hurting hostges robbing bnk give credit wrote vrious plns counter plns mkes relly best drm something not seen erlier movies chrcters portryed tokyo nirobi rio denver relly whows despertion irrittion nger imptience etc qulities youth would recommend everyone check,2
1312,first seasons season disappoints,binge wtched seson tody stright hours got end disppointment professors unimpressive plns poorly written chrcters unrelistic scenes mjor drwbcks hope bounce bck rting,2
1313,first great seasons became boring,loved first sesons seson stopped wtching fter episodes seson slow unlikely boring,1
1314,script later seasons horrible not know say,totlly dored first robbery fter tht not know wht heck hppened show,0
1315,masterpiece,one best series ever seen every episode twist twist enjoyed sesons witing next seson,2
1316,wasting time,nice ide movie not series mking much time extending episodes spnish mteurs ctors mny non professionl directing could much better thn tht working enjoyed episodes first prt second prt still wtching episodes good not gret ide poor mking tht,2
1317,getting better third season,every seson getting better thn old well done,2
1318,netflix ruined,first couple sesons good netflix bought ruined wnt relly wtch wtch first couple sesons ctully got cncelled netflix bought,0
1319,voice seriously,sure gret speking spnish voiced english not wtch,0
1320,mistake thinking care characters,series long seems opposite mny netflix shows tht cncel fter sesons reson continued long would give first sesons like topsi ctully typing wtching lst seson chore get not find chrcters heroic not even cre live die wnted see would pull heist flshbck get know chrcters thnks hve stright cool heist show sesons first sesons wnted win wnted killed genuinely not cre hve tokyo flshbcks berlin keep clicking right rrow skip skip skipit sys something tht wnt end not not wtch not wtch new suggest wtching first sesons mybe youuibe ctchup vid mybe lst episodes,1
1321,feels like mocking minds,somebody explin evluted good heist series well written chrcters proper plot ridiculus indin ction movie must hve concluded end seson,0
1322,spanish netflix series keep hooked till end,recently got ddicted series well thought brillintly designed script proper spce gve ech chrcter cst crwl woodwork define totlly worth despite high octne drm sneks pst brrier hert sprks dormnt set emotions lying round yerning recognised gin perhps kind heist thriller proudly defines stndrds redefines whole netflix gme new light keeping udience glued sets alvro morte flwlessly blended chrcter professor drm tht would hrd differentite cting relity times wheres rquel murillo itzir ituno excellent ctress cptures soul chrcter plyed google know nme though would remember crzy pce series mintins would simply boggle mind mke crve though reding subtitles might mke miss minute cts mybe might wtch gin perfect fest spiosexul mnner,2
1323,sloppy writing since,plot holes everywhere unnecessry politicl correctness topics sex topics forcefully wrote script netflix needs wke things ruining good mourn good series,1
1324,stop justifying crime tokyo pathetic character,first stop celebrting crime professor tem nothing group criminls loving series encourging crime not tomorrow mke series terrorists show wrriors resistnce series think tokyo pthetic chrcter selfish tht gng members risk lives lwys mess opertion tries look powerful not unstble week mkers remove series would love see getting cught killed seson police win becuse love country police not criminls right fells,0
1325,disapoonted season,seson totl disppointment whole sesom compleed episodes extended like rubber bnd boring not wtching seson,1
1326,one better shows days,storyline interesting dynmic throughout whole series kept hooked beginning end binged whole thing dys perfectly blnced keeping interesting yet not exggerting plot twists still feels nturl relistic opposed forced dys often hppens shows order prolong seson ctors gret job portrying chrcters not help feel somehow connected ech different sdly hve tht opinion sesons lot better compring sesons seson still fine seson prts strted getting relly boring point,2
1327,wow wow wow awesome,wnt series like tht wow perfect dont know wht else,1
1328,changing review,mde disster seson fter wtching seson chnged wful logic ction,1
1329,nice not logical,nice wtch not logicl specilly sessons,1
1330,heartly congrats casa papel team,would highly recommend wtch resonyou would understnd perfect plan plan perfect specil thanks professor lvro morte berlin pedro alonso berlin hero could hve styed tem blow tunnel tokio brve girl less brin nirobi brve smrt girl denver sweethert guys think monic took right decision rio chnce tem plyer moscow papa respect twin bro endless bonding rquel supercop kind hert rest chrcters hve justified prt one else could like respect tem finlly bell cio bell cio bell cio,2
1331,get ready exhilarating smart first seasons switch brain enjoy,wnt prefce sying cme money heist hype pretty lte gme ble binge sesons mid sesons finle tldr bottom first sesons show fntstic whole nrrtive writing relly stood ction sequences left edge set every would tht genius wrpped showrunners ended nice bow necessity crete sesons brillint sesons wrpped nicely ble stop wtching fter prt dropped could binge end unwre would split prts enter netflix ltter sesons relly highlighted much better first sesons terms tight writing let strt good silly set pieces show silly writing become mintin intensity truly believe tht two things cting soundtrck soundtrck brillint creting tension even creting nostlgi especilly scenes nirobi funerl tokyo deth mplified second hlf getting goosebumps certin scenes soundtrck seeing golden pellets shower pipes whilst triumphnt soundtrck plys bckground even though knew going hppen sends chills body notble thing best scene show singing bell cio vult room fter extrcting gold sucker feel good scenes mde singing instruments mde pplinces hve hnd room well scene sombre song sng whilst intercut scenes bttle prepring bttle highlight got podrick singing also loved berlin professor flshbck tlking bout heists finl episodes show relly picked put professor ginst ropes gold stolen something not ccount seeing improvise plns get situtions tht sid whilst professor hve put situtions prior sesons seson high stke thing prior sesons professor ccounts everything something hppened good professor lredy ccounted possibility mde contingency plns lst eps lmost mkes wonder professor superpowers orcle belonged mcu low stkes bcked ridiculous plot rmour gndi security gurd surrounded everyone guns not one bullet hit ction sequence tense yes first minute relised clone trooper becme boring shoot plot rmour ridiculously irritting due funny moments line bout shooting hostges vest thought could not even shoot one guy open think solid sgst gets knife shot hnd hve good believe chrcters show shoot hope best know one time someone got shot arturo could not hndle recoil gun ccidently shot hostge not worry folks arturo becomes wepon expert lter using sorts guns come onto flshbcks necessry perhps definitely not need tht long cool see berlin bck show mybe little much groned everytime flshbck ppered pprecited flshbcks tht ctully prlleled heist plnning execution however flshbck berlin singing amo well done seemed like long let know wife son tht betryed well relly telegrphed plot points hppening tokyo deth chose tht one flshbck pst show tht mde predictble wht end episode held store speking tokyo nrrting show finl eps ded kept wondering live somewhere spectting ble nrrte never seen fter unless flshbcks not not understnd reson still nrrting overll minor flws tht mde pprent sesons fter mde gret told story succinctly efficiently kept edge sets turned clich tropes mking predictble however remin intense mking fun wtch not think bout much whilst ltter sesons bring finl episodes rise slightly putting professor sitution dpt gret soundtrcks gret cting nice finle wrp whole show good not stndrd money heist finle got michel vibes put wrm colours scene militry silhouette close shots epic trck hlf expected professor speech something long lines optimus prime dilogue put endgme style credits finle cool disppointed not put bell cio bckground tldr gret show tht becme good entertining nonetheless,1
1332,terrible waste time,writing poor gets requires completely suspend reson logic order follow plot personlly unble sympthize chrcters bdly done none even remotely smrt complex one stupidest shows hve ever seen entire life know element suspension disbelief show requires brin trsh bin wtch pln not using chrcters stupid pthetic one dimensionl waste time spnish udience seems smrt becuse spin show filure,0
1333,ended season,thnk intuition not wtching seson definitely not try seson,1
1334,get money downhill,heist begins well defined chrcters stick person even sitution heist gets fluid seson one two believble chrcters seemed professionls fit roles however seson strted going wrong rigid lzy unimgintive writing mde following sesons overlp preceding ones chrcters gve mteur feeling whole scenrio whole heist strted look ridiculous,1
1335,mazzedar,lockdown mai best timepass suspense thriller make series best one,2
1336,much potential falls short lot ways,first episode got hooked whole premise show thought ide behind heist interesting wtched rolling eyes bsolutely stupid decisions chrcters mke including supposedly supper intelligent mstermind professor chrcters tht hve flws mke mistkes not present chrcters story professionl intelligent best best next breth hve behve completely opposite presented lso felt quite lot unnecessry story elements tht introduced solely mke show lst longer ton fluff positives show looks gret cting pretty good min plot gret ide feel end would hve committed telling story contined focused episodes would hve truly gret show sdly however not,1
1337,two words soap opera,guess type series tht lright sop oper lovers however looking well thought writing unpredictble plot professionl direction not ttempt deepness turned cheesy shllow series not represent usul lterntive cretive composition would get europen films series not wste time shows tht ctully exciting good not,1
1338,one top series time,wtched lst episode feel bit speechless series twist turns never know professor plnned events goes horrible wrong slowly brought pln becme lern bout robbers wht ride would recommend wtching orginl lnguge becuse dubbing horrible dont understnd word sying gret texted dubbed voices seem like not grb essence series seem better netflix disgrce wesome series series english dub,2
1339,amazing,show thrilling mzing full drm suspense gret cst cting alwys recommended,2
1340,excitement peak,heist mzing plnning plnning beyond youe imgintion hve not seen spnish series one first best spnish series plnning professor heist temmtes wesome chrcters cts perfectly cting soundtrck cinemtogrphy everything perfect every seson excited wht hppen next,1
1341,watched first episodes,wtched first episodes lost points process seriously though typicl europen show mde netflix europen demogrphics not ment north americns lots plot holes lot clled professionl thief hostges mentl cses one scene clm next lose mind cting like yer old kids cry something like ocen movie gets job done drunk wtching fridy night,1
1342,season total waste time,disspointed seson nothing hppened though episode except tht rquel relese unrelsitic helikopter like tht got pilot helikopet knows foreign lnguges drive helikopter another rediculous fct tht pregnnt detective genius tht could find five professor sorry prefer wtch spidermn relistic interesting,0
1343,addicted highly recommend,strted wtching lst week cnnot stop full drm gret story line lwys intense episode end,2
1344,brazil cameroon robbers police,think win brzil wnt win cmeroon brzilin plyers not likeble plyers cmeroon not brightest tlest nicer thn brzilins mount luck brzil reching scle lughbility gme like tht fun wtch would dvise wtch fun gme,0
1345,loved,fscinting development key chrcters fntstic script superb cting,2
1346,season sucked,seson completely order tried hrd mke surprises tht tried hrd shooting scene worst piece show wtched mny bullets imed dude cover survived ridiculous,2
1347,funny stupid,honestly ridiculous series world never lughed hrd stupid plot twists write tht comedy series,0
1348,mediocre overrated show,mny plots nonsense mde forcefully mny crucil scenes not hve detiling becuse tht scenes not convincing exmple proffesor went hospitl ngle trp police proffesor tricked police enterd hospitl mgiclly went hospitl even trp police monic sks denver turn round opens jumpsuit tht swp gun denver rel one totlly nonsense cuse denver would see without jumpsuit nywy exmining wounds show lots nonsense like,1
1349,first season amazing rest fluff,loved first seson finl third gve energy try fourth seson spoiler fke fiction slow story fter ide first seson predictble ction show ction,0
1350,absolute brilliant work,one best series world gret storyline cting strt wtch not stop not sleep without knowing wht next relly wnt hve good time,2
1351,casa papel,series went well first ide originl inelligent episodes bit boring,1
1352,season great became time wasting,cting filming specil effects music production excellent seson strt seson gret relistic like pce series chnged stretch plot becme dumber dumber becme repetitive ctions unrelistic tht felt tht tken brinless viewer like everytime ctors decision mke mde stupidest decision tht would extend series like spin stupidest police world fst forwrded lst episodes seson stopped wtching becuse becme fustrting,0
1353,overrated gets boring first season,think tvseries overrted gets boring fter initil th episode concept gret cretors messed bre first seson second seson somehow beter tht one surpss st seson thwy get inside rob looks like vction personlly think show would hve mde better gret script lredy git not get executed well,0
1354,sorry see,knew end sooner lter kept wnting even fter one personl fvorite foreign series gret writing cting delivers emotion,2
1355,completely unrealistic,events detils chnges chrcters ethics completely unrelistic,1
1356,mindblowing,must one best series seen ltely thrilling unpredictble every single episode tht hve ide end,2
1357,amazing best show seen,speechless cliffhnger endings ech episode prt finle mzing tht mde prt money heist mzing everything plyed throughout show prt prt smrt mzing overll gret show,2
1358,waist time,first wtching series good need drenline even tht cse need keep skipping lots lme scenes secondly whoever mde show must wtched much hollywood hollywood lso thinks knows bout psychology full unnecessry events stupidity unrelistic scenes exmple right mind would even imgine tht boy tortured months hndlenother heist nother one tokyo chrcter unrelisticlly stupid becuse impulsiveness nger insurgency lck interporsonl skills wht kind professor would hire person thoughtlessly decided visit mom right fter mking scene tht robbery ended getting boyfriend killed tht rio wht joke crcter nothing wrong wsnt picked robby big brillint mind professor plyed round spin gve counting mny times pointed guns ech mny times lines stopped tking orders give becuse pumped drenline,1
1359,absolutely masterpiece,need brin wtch movie series absolutely msterpiece,2
1360,brillante,dli msks red overlls cio bell revolution hve lot english not enough tht lest tht worth wtching wesome series greet respect,2
1361,casa papel not heist,ones think tht show bout heist hve completely missed messge show not bout pln teh pln highlight chrcter development shre messges ides flws tht ner enough consider poor show,2
1362,cohones good,ctully thought bout not seeing thought would mediocre show honestly best seen since breking chrcters good gott love music well timed epic moments gme thrones sorry descending top best series ever show never relly get boring sure slowdowns short pce norml high rte probbly one best shows ever,2
1363,disappointing,seriously progrm hve score relly money heist show kids yers old stupid script forced situtions even forced rections overcted chrcters disspointing frnkenstein mde teenngers people tste shows,0
1364,mind blowing unpredictable,like wtching chess gme plying grnd msters every move clculted dvnce every episode nerve breking climx episodes terrificlly screenplyed,2
1365,best show ever,hve wtched lot shows must dmit tht show extremely ddictive cnt stop wtching every moment thrilling,2
1366,far fetched,strted wtching thinking two series strted well towrds end seson becme ridiculous shme fntstic moments,1
1367,silent chaos probably dangerous chaos,best heist story ever mde mybe not ppel pure exhilrtion thrill cst led suve yet reticent alvro morte professor terrific job holding nrrtive together showing respective idiosyncrsies bright red jump suits dli msks wer loud voice resistnce ginst cpitlism enough twists turns mnipultions plns keep glued jump episodes screenply could hve much much tighter series wstes lot time mendering pst present sometimes testing ptience even converstions hostges goings inside fortress feel like drg would give million dollrs sorry euros kill arturo money heist oodles fun entertinment highest form keeps guessing till end lthough prt wekest motive behind executing heist lso not stisfctory risking lives members sve would gree point fter wtching prt give wtch definitely worth time time bell boom boom cio,2
1368,best heist far,series wesome one cnnot predict nything tht wht coming next script writing strong cting skills wesome heist shows series engging tht one complete four seson dys even lesser recommend series every one wnt wtch wesome unpredictble heist wiating season since last year,2
1369,one best heist series ever,well orgnized thrilling entertining full pckge tht mkes eger wtch next episode even though series spnish bit sure understnd everything not disppointed,2
1370,average storyline might get disappointed,first sesons good verge rd th probbly bore looking gret series something different unique wtch show not not obsession completing shows would not completing show storyline sometimes gets clich feels like professors knows much not seem like possible show thrilling upto extent tht sure not give wht looking storyline obvious esily predict next scene wht country hed stte intelligence tlk directly locl torturer grve rio dug still tht coffin witing professor discover obvious obvious completed becuse wnted get,1
1371,st series best far,relly enjoyed first series not mind second one got stupid unbelievble better subtitles thn dubbing,2
1372,season,seson much drm nirobi died rio die,2
1373,good watch season aberration,smrt twists brillint script get see first sesons sewer drin seson seson lcks dequte plnning offers little surprises compred first sesons,1
1374,long drawn,first sesons could hve completed seson episodes scenes long drwn horrendous overrecting performnces would not mke burlesque show,0
1375,wow wow,stumbled upon msterpiece netflix could well best show hve ever seen lest top tlking bout something good shows like breking exmple finished lst episode seson left not wit seson strt wtching tody not regret thnk recommendtion,2
1376,one best shows ever seen,not get negtive reviews seen show phenomenl gree tht stuff not relistic sid supposed reflect rel life cinem fiction best people sid tht ended fter seson personlly think tht could hve definitely ended second seson becuse full story delivered sesons however fct tht writers ble develop completed perfect story new superb one tht spnned extr seson bsolute genius,2
1377,amazingly thriller show must watch,amzingly stunning full fun thrill twists love show much feel connected mny chrcters professor tem rocks egerly witing th seson incredible series,2
1378,one best show ever seen,crete imdb ccount ppel rting not wtch missed much life wtch dont wste time wtch th times,2
1379,wow,ppel mzing love series think reched pek keeps getting better better better stuck fter wtching first episode mzing not relly much hve recommended every one know wtched two times love,2
1380,not stop binge,not give nything one wtch binged entire two sesons week ech episode better thn lst tiny gripe english udio dubbed top fter episodes not notice not wit seson,2
1381,amazing,never write reviews shows show surprised soooo much sooo mny times plese plese ignore stupid reviews not typiclly womn tht enjoys heist movies shows not think would like friend work recommended full ction gret storyline cnnot wit april literlly could not get nything done life wtching show every episode seemed end cliffhnger would next episode professor heist genius interesting wtch,2
1382,best series,thnk pin cret gret series like ppel persin big spnish series plese dont kill gng finle tnq,2
1383,amazing,gret seson keep edge set whole show gret show wtch looking something pss time gret min episodes not fil entertin seson might not sss good rest however could possibly hve potentil crry good previous ones,2
1384,best show ever,cme not expecting much netflix voice wrong show right not better thn breking prison brek nrcos etc give chnce finish first episode gurntee hooked,2
1385,loses way,like mny shows core high concept gets stride ties mny logicl knots procedurl ded ends tht eventully loses complexity set first episodes inter cutting plnning execution pln works well plot depends professor incredibly lucky police exceptionlly stupid much pln revolves round police following internl procedures letter except course plot demnds tht behve irresponsibly not sure let llow strnger enter crime scene without protective clothing let drink lcohol duty let not hve cler line commnd boss rest hve sex let spend long suspecting existence humn mole not try identify rther thn suspect existence bug professor lessons not include nything bout keeping tem spirits together nticipting tht would strt rgue mke serous mistkes prt tht prt pln two hour film mybe episode series could hve truly gret knots ties multiplying twists much get mstermind disguises come professor one pir firly distinctively unfshionble glsses keeps identifible berd tht nnoyed beginning tht sid series pull effectively ienjoyed wsting time compny,1
1386,finish season amazing,mzing think prt minor relese prt,2
1387,dumb police officers,series well mde sense tht engging plot interesting chrcters however portryed intelligence police force bsolutely ridiculous dumb mssively give professor winning edge inspector rquel must dumbest officer ever fll love someone dys middle hostge sitution not tht bndons police force side criminls really kept thinking tht going big twist end police going win bsolutely ridiculous,0
1388,fantabolous,would tke bow person thought story brillint series not ble think wht next coming one best series world,2
1389,pretty unrealistic,wtch pretty unrelistic mkes sense sometimes like wtf good story,1
1390,overrated,hype come good show not one gretest stop comprong breking,1
1391,intriguing painfully stupid,episodes liking hlf importnt chrcters lck logic resoning one two chrcters like berlin minly becuse teches imbeciles lesson behind curve even dumb sometimes however lesser degree hopefully get better goes str reviews seeing not giving much hope,1
1392,awful,wht wste time first episode still second perls begin line otherwise solidly imgined stories third decided stop wtching worried bout mentl helth people scored high mrks wonder wht reson tht screenwriter director belittles much even smll child clerly sees bsolute illogiclity ction development events well ctions individul thieves hostges tke cell let know police hostge wtf not enough wful,0
1393,ended season,nice plot gret chrcters becme impossible wtch seson totl grbge str,0
1394,one best seen,rel tret mzing series gret cting direction suspenseful story relly one best seen ever love heist movies one netflix literlly could not stop wtching night chrcters simply mzing not miss,2
1395,one best series ever seen,nice cretivity seson good people seen tht finish seson serie incredible serie americn tken becuse spinch tke low rte,2
1396,best series ever,egerly witting seson,2
1397,first seasons deserve,hve stopped end seson seson copy lst two sesons seson four plenty controversies good sociopoliticl ides not worth time tht believe miniseries,1
1398,inconvincing,rob bnk tke billion euros insted running turn lrm wit police quit wtching fter episodes fter relised whole series revolving bout robbers inside bnk,0
1399,best series,one best series world wnt something shocking,2
1400,masterpiece,show msterpiece especilly first two sesons mzing must wtch worth wtching,2
1401,season rd season,gret series tking deep dive overstretched seson roming round one chrcter gndi hope title sys,2
1402,,show ide good mny impsient short sighted chrcters little top drm could hve mzing show,0
1403,outstanding series,previous prts see heist totlly bsed strtegies love fourth prt see full emotion wonderful strtegies professor friendship bonding chrcters not series emotion wit fifth prt ppel money heist,2
1404,best seen long time,relised spnish series dubbed english lmost switched wht mistke would hve mde gripping storey cleverly told,2
1405,watch forget,frnkly would love see cught killed root police tht much dislike chrcters guess wht nirobi not going die duh,1
1406,chuti ghatiya nonsense web series,lovede web series chuti ghtiy nonsense web series,0
1407,one best series,words mzing series best series seen csting story line cting everything perfect like people mostly binge wtch thriller series strongly recommend wtch gurntee tht suspense creted every end episode not stop wtch next episode,2
1408,one best shows ever,everything show fntstic witing new seson asap,2
1409,suspenseful series pack mind games,series even think understnd plns blown mnge clculte every possible twists heists chrcters pretty well developed sesons even died cuse flshbcks mking much sense fter ech prt pln long gols mstermind behind not professor alex pin cretor eventful series,2
1410,unique masterpiece,first skepticl wtch show becuse title not seem interest much fter first episode hooked could not stop wtching good plot portryed mzing cst tht grew love different thn shows bout robberies heists becuse indeed thn heist sends messge everyone bout resistnce importnce impct first upto ltest episode consistent pcing love chrcter developments vlued lso use little cgi wht love bout show everything perfect unique storyline professor plns blow mind every single time,2
1411,marvelous series,ddicting series hve ever come cross nyone slightest interest suspense thriller crime gun series deserves everything pprecition recognition,2
1412,amazing,cnt describe good strt seson seson simply mzing dont hve words people didnt wtch wnt something wtch first minutes first episode become immeditly ddicted cnt wit prt thnks tem ctors behind fntstic mster piece,2
1413,,incredible direction story mkes specil hve not seen tht yet hve lost mny mny things,2
1414,deathnote,good show professor reminds light ygmi deth note,2
1415,specutalar marvellous superb,wht show wht show loved every piece gret storytelling editing direction bgm superb soundtrck,2
